ID,stress_score
TEST_0080,0.34229076
TEST_0081,0.2740057
TEST_0082,0.28597084
TEST_0083,0.38696876
TEST_0084,0.3458722
TEST_0085,0.26940382
TEST_0086,0.10261189
TEST_0087,0.5895842
TEST_0088,0.3361078
TEST_0089,0.6832884
TEST_0090,0.4272594
TEST_0091,0.4310805
TEST_0092,0.42390883
TEST_0093,0.35891578
TEST_0094,0.40465003
TEST_0095,0.4339235
TEST_0096,0.3410877
TEST_0097,0.5147284
TEST_0098,0.067312956
TEST_0099,0.4935448
TEST_0100,0.37546104
TEST_0101,0.48282778
TEST_0102,0.52804613
TEST_0103,0.86012274
TEST_0104,0.44087914
TEST_0105,0.63850635
TEST_0106,0.3814158
TEST_0107,0.4989456
TEST_0108,0.5781713
TEST_0109,0.39821264
TEST_0110,0.34596786
TEST_0111,0.43124676
TEST_0112,0.15787001
TEST_0113,0.62005615
TEST_0114,0.31511268
TEST_0115,0.5677406
TEST_0116,0.5554286
TEST_0117,0.48257038
TEST_0118,0.5077507
TEST_0119,0.6310728
TEST_0120,0.1810939
TEST_0121,0.31982267
TEST_0122,0.5195781
TEST_0123,0.40751258
TEST_0124,0.5061758
TEST_0125,0.19809939
TEST_0126,0.34080938
TEST_0127,0.40254024
TEST_0128,0.42400855
TEST_0129,0.30698156
TEST_0130,0.33258298
TEST_0131,0.4473956
TEST_0132,0.16984543
TEST_0133,0.52094436
TEST_0134,0.7332414
TEST_0135,0.68433726
TEST_0136,0.27043656
TEST_0137,0.71500456
TEST_0138,0.21084845
TEST_0139,0.47008914
TEST_0140,0.4996503
TEST_0141,0.8861783
TEST_0142,0.5784999
TEST_0143,0.30000645
TEST_0144,0.12069542
TEST_0145,0.341077
TEST_0146,0.7091388
TEST_0147,0.22069108
TEST_0148,0.22687921
TEST_0149,0.41672638
TEST_0150,0.56496745
TEST_0151,0.431201
TEST_0152,0.6410102
TEST_0153,0.2309655
TEST_0154,0.41138765
TEST_0155,0.39592722
TEST_0156,0.46184158
TEST_0157,0.7609391
TEST_0158,0.55027604
TEST_0159,0.2789899
TEST_0160,0.35580716
TEST_0161,0.23041148
TEST_0162,0.53015256
TEST_0163,0.31800568
TEST_0164,0.279931
TEST_0165,0.4641084
TEST_0166,0.566923
TEST_0167,0.6365416
TEST_0168,0.43255848
TEST_0169,0.51240426
TEST_0170,0.17605746
TEST_0171,0.87750864
TEST_0172,0.36457005
TEST_0173,0.20335858
TEST_0174,0.5486229
TEST_0175,0.15909675
TEST_0176,0.41158542
TEST_0177,0.73409206
TEST_0178,0.47669768
TEST_0179,0.8275404
TEST_0180,0.19042167
TEST_0181,0.5322668
TEST_0182,0.5093344
TEST_0183,0.38806188
TEST_0184,0.5413326
TEST_0185,0.37932476
TEST_0186,0.30902448
TEST_0187,0.12348414
TEST_0188,0.4558889
TEST_0189,0.6315618
TEST_0190,0.30189347
TEST_0191,0.11655602
TEST_0192,0.29083717
TEST_0193,0.24201822
TEST_0194,0.5208844
TEST_0195,0.44631436
TEST_0196,0.42643127
TEST_0197,0.6338184
TEST_0198,0.62183875
TEST_0199,0.45744216
TEST_0200,0.45606604
TEST_0201,0.35352635
TEST_0202,0.3492166
TEST_0203,0.17286709
TEST_0204,0.31138876
TEST_0205,0.6460924
TEST_0206,0.41785482
TEST_0207,0.45111558
TEST_0208,0.3635355
TEST_0209,0.40380618
TEST_0210,0.38093728
TEST_0211,0.50561285
TEST_0212,0.5354607
TEST_0213,0.35605577
TEST_0214,0.48160782
TEST_0215,0.45965376
TEST_0216,0.47869116
TEST_0217,0.32066414
TEST_0218,0.32042485
TEST_0219,0.3495409
TEST_0220,0.43440318
TEST_0221,0.55596834
TEST_0222,0.51562697
TEST_0223,0.57197917
TEST_0224,0.39363724
TEST_0225,0.6169233
TEST_0226,0.39337784
TEST_0227,0.46912685
TEST_0228,0.7822011
TEST_0229,0.40669578
TEST_0230,0.42732874
TEST_0231,0.42328715
TEST_0232,0.6006417
TEST_0233,0.5435416
TEST_0234,0.67274785
TEST_0235,0.85422885
TEST_0236,0.5581406
TEST_0237,0.43051594
TEST_0238,0.46388945
TEST_0239,0.3084162
TEST_0240,0.38932097
TEST_0241,0.94276583
TEST_0242,0.42921895
TEST_0243,0.36852172
TEST_0244,0.43568724
TEST_0245,0.77435535
TEST_0246,0.3208532
TEST_0247,0.47647646
TEST_0248,0.36253172
TEST_0249,0.40991592
TEST_0250,0.18595333
TEST_0251,0.38694727
TEST_0252,0.55733615
TEST_0253,0.13077602
TEST_0254,0.42039162
TEST_0255,0.5961269
TEST_0256,0.2843587
TEST_0257,0.6594177
TEST_0258,0.5677406
TEST_0259,0.29870823
TEST_0260,0.33704224
TEST_0261,0.60061187
TEST_0262,0.56355286
TEST_0263,0.84137255
TEST_0264,0.30843073
TEST_0265,0.28262192
TEST_0266,0.14995565
TEST_0267,0.286519
TEST_0268,0.007671657
TEST_0269,0.29902047
TEST_0270,0.3853517
TEST_0271,0.5624285
TEST_0272,0.6283993
TEST_0273,0.57861656
TEST_0274,0.33564255
TEST_0275,0.14809996
TEST_0276,0.57973003
TEST_0277,0.7520552
TEST_0278,0.31371474
TEST_0279,0.43199712
TEST_0280,0.6179504
TEST_0281,0.48440573
TEST_0282,0.7166739
TEST_0283,0.66157836
TEST_0284,0.4096426
TEST_0285,0.2254203
TEST_0286,0.16131727
TEST_0287,0.39490384
TEST_0288,0.2913663
TEST_0289,0.5066447
TEST_0290,0.62918854
TEST_0291,0.41198504
TEST_0292,0.35055724
TEST_0293,0.53723514
TEST_0294,0.1966794
TEST_0295,0.5462757
TEST_0296,0.09991142
TEST_0297,0.27532053
TEST_0298,0.46100587
TEST_0299,0.4375638
TEST_0300,0.55128187
TEST_0301,0.18940763
TEST_0302,0.61769253
TEST_0303,0.3798661
TEST_0304,0.377272
TEST_0305,0.29499912
TEST_0306,0.6873219
TEST_0307,0.12079978
TEST_0308,0.33006302
TEST_0309,0.32475036
TEST_0310,0.3549886
TEST_0311,0.26718122
TEST_0312,0.78728956
TEST_0313,0.3408919
TEST_0314,0.5590308
TEST_0315,0.47412014
TEST_0316,0.22200455
TEST_0317,0.39372993
TEST_0318,0.71328306
TEST_0319,0.44213992
TEST_0320,0.59655225
TEST_0321,0.3051156
TEST_0322,0.2940625
TEST_0323,0.51428354
TEST_0324,0.37051243
TEST_0325,0.43085426
TEST_0326,0.37039715
TEST_0327,0.59725595
TEST_0328,0.6034661
TEST_0329,0.4338576
TEST_0330,0.6547962
TEST_0331,0.44826785
TEST_0332,0.51630104
TEST_0333,0.66572535
TEST_0334,0.5355416
TEST_0335,0.48153597
TEST_0336,0.5304702
TEST_0337,0.40610468
TEST_0338,0.33448833
TEST_0339,0.5016018
TEST_0340,0.5447797
TEST_0341,0.4458896
TEST_0342,0.37130007
TEST_0343,0.28615886
TEST_0344,0.37456313
TEST_0345,0.67266136
TEST_0346,0.31917328
TEST_0347,0.52377594
TEST_0348,0.7328631
TEST_0349,0.42880628
TEST_0350,0.6332074
TEST_0351,0.6809415
TEST_0352,0.35904372
TEST_0353,0.3837884
TEST_0354,0.5217157
TEST_0355,0.87696666
TEST_0356,0.663538
TEST_0357,0.40969065
TEST_0358,0.49965474
TEST_0359,0.5344814
TEST_0360,0.16417015
TEST_0361,0.30471024
TEST_0362,0.47394794
TEST_0363,0.29403335
TEST_0364,0.3998723
TEST_0365,0.18973811
TEST_0366,0.38308877
TEST_0367,0.51278067
TEST_0368,0.4912657
TEST_0369,0.35630807
TEST_0370,0.4046619
TEST_0371,0.39632165
TEST_0372,0.47079048
TEST_0373,0.20196283
TEST_0374,0.4611076
TEST_0375,0.41757017
TEST_0376,0.42310914
TEST_0377,0.2689654
TEST_0378,0.75662804
TEST_0379,0.38891998
TEST_0380,0.5138089
TEST_0381,0.6577602
TEST_0382,0.15386182
TEST_0383,0.15776074
TEST_0384,0.25449812
TEST_0385,0.61824924
TEST_0386,0.47292757
TEST_0387,0.5500458
TEST_0388,0.6897214
TEST_0389,0.56934935
TEST_0390,0.09437761
TEST_0391,0.4123448
TEST_0392,0.49098316
TEST_0393,0.3452186
TEST_0394,0.13370126
TEST_0395,0.29429835
TEST_0396,0.28853506
TEST_0397,0.47048226
TEST_0398,0.17664674
TEST_0399,0.75860894
TEST_0400,0.514237
TEST_0401,0.21567447
TEST_0402,0.34072703
TEST_0403,0.5772741
TEST_0404,0.44160378
TEST_0405,0.45553425
TEST_0406,0.68957084
TEST_0407,0.39845675
TEST_0408,0.42503938
TEST_0409,0.35836026
TEST_0410,0.31160715
TEST_0411,0.77269256
TEST_0412,0.3724318
TEST_0413,0.45556238
TEST_0414,0.5274824
TEST_0415,0.29987395
TEST_0416,0.41624713
TEST_0417,0.65049094
TEST_0418,0.4511869
TEST_0419,0.57716805
TEST_0420,0.44536
TEST_0421,0.41889673
TEST_0422,0.35911995
TEST_0423,0.2981774
TEST_0424,0.2375708
TEST_0425,0.58729064
TEST_0426,0.5243494
TEST_0427,0.35361424
TEST_0428,0.44678685
TEST_0429,0.44015735
TEST_0430,0.41702214
TEST_0431,0.34071746
TEST_0432,0.37438643
TEST_0433,0.44171867
TEST_0434,0.57604563
TEST_0435,0.4982625
TEST_0436,0.35374108
TEST_0437,0.46128443
TEST_0438,0.6774136
TEST_0439,0.058602627
TEST_0440,0.6102863
TEST_0441,0.26083794
TEST_0442,0.31282273
TEST_0443,0.15148321
TEST_0444,0.5281806
TEST_0445,0.27888986
TEST_0446,0.3676154
TEST_0447,0.6293452
TEST_0448,0.34895888
TEST_0449,0.38292444
TEST_0450,0.22993681
TEST_0451,0.2822385
TEST_0452,0.35831457
TEST_0453,0.39114103
TEST_0454,0.55374485
TEST_0455,0.53195727
TEST_0456,0.65373564
TEST_0457,0.32322532
TEST_0458,0.39367425
TEST_0459,0.41908792
TEST_0460,0.5179055
TEST_0461,0.46196878
TEST_0462,0.26240367
TEST_0463,0.24006474
TEST_0464,0.52479166
TEST_0465,0.59298676
TEST_0466,0.81742644
TEST_0467,0.5341968
TEST_0468,0.38738748
TEST_0469,0.5379648
TEST_0470,0.5628757
TEST_0471,0.54946494
TEST_0472,0.3325536
TEST_0473,0.57438624
TEST_0474,0.5624496
TEST_0475,0.4959435
TEST_0476,0.87902886
TEST_0477,0.6108549
TEST_0478,0.14457944
TEST_0479,0.5557109
TEST_0480,0.4448356
TEST_0481,0.44690058
TEST_0482,0.56118965
TEST_0483,0.4492772
TEST_0484,0.30579677
TEST_0485,0.6497259
TEST_0486,0.4163666
TEST_0487,0.35086587
TEST_0488,0.680977
TEST_0489,0.4863337
TEST_0490,0.20478831
TEST_0491,0.31530163
TEST_0492,0.62385315
TEST_0493,0.19612882
TEST_0494,0.36891055
TEST_0495,0.47596592
TEST_0496,0.3718304
TEST_0497,0.50153697
TEST_0498,0.7533063
TEST_0499,0.30957383
TEST_0500,0.43534222
TEST_0501,0.67902654
TEST_0502,0.49478254
TEST_0503,0.52751046
TEST_0504,0.38350484
TEST_0505,0.371421
TEST_0506,0.5387867
TEST_0507,0.41835508
TEST_0508,0.68748564
TEST_0509,0.36602038
TEST_0510,0.32878536
TEST_0511,0.28544858
TEST_0512,0.42956144
TEST_0513,0.20335858
TEST_0514,0.36859694
TEST_0515,0.55084026
TEST_0516,0.5903996
TEST_0517,0.6123302
TEST_0518,0.6664568
TEST_0519,0.22041565
TEST_0520,0.45524076
TEST_0521,0.2729808
TEST_0522,0.33053756
TEST_0523,0.33926326
TEST_0524,0.3306128
TEST_0525,0.45151526
TEST_0526,0.36016676
TEST_0527,0.693776
TEST_0528,0.61418587
TEST_0529,0.38034156
TEST_0530,0.9052308
TEST_0531,0.34193954
TEST_0532,0.3534745
TEST_0533,0.65997416
TEST_0534,0.6179909
TEST_0535,0.385384
TEST_0536,0.5798584
TEST_0537,0.37209058
TEST_0538,0.43954387
TEST_0539,0.69441557
TEST_0540,0.3494231
TEST_0541,0.540234
TEST_0542,0.53159213
TEST_0543,0.2079455
TEST_0544,0.508469
TEST_0545,0.08170972
TEST_0546,0.2884925
TEST_0547,0.56253505
TEST_0548,0.668
TEST_0549,0.6495657
TEST_0550,0.25870723
TEST_0551,0.35905647
TEST_0552,0.102239266
TEST_0553,0.5048021
TEST_0554,0.3828301
TEST_0555,0.4421777
TEST_0556,0.34069744
TEST_0557,0.35337996
TEST_0558,0.37929428
TEST_0559,0.37677196
TEST_0560,0.39114103
TEST_0561,0.4017828
TEST_0562,0.30484793
TEST_0563,0.36750838
TEST_0564,0.4382291
TEST_0565,0.45960364
TEST_0566,0.500621
TEST_0567,0.33407724
TEST_0568,0.5886066
TEST_0569,0.24858339
TEST_0570,0.65790963
TEST_0571,0.6118404
TEST_0572,0.45697704
TEST_0573,0.41282788
TEST_0574,0.4515826
TEST_0575,0.5334293
TEST_0576,0.89496744
TEST_0577,0.22077464
TEST_0578,0.26669922
TEST_0579,0.4298483
TEST_0580,0.45450482
TEST_0581,0.60010177
TEST_0582,0.4565467
TEST_0583,0.28007975
TEST_0584,0.4588327
TEST_0585,0.3963488
TEST_0586,0.48547012
TEST_0587,0.31878403
TEST_0588,0.49909535
TEST_0589,0.33127412
TEST_0590,0.13669829
TEST_0591,0.35410452
TEST_0592,0.82760155
TEST_0593,0.36018625
TEST_0594,0.49834192
TEST_0595,0.4162291
TEST_0596,0.3871423
TEST_0597,0.58915484
TEST_0598,0.4810051
TEST_0599,0.32086846
TEST_0600,0.23527117
TEST_0601,0.4175201
TEST_0602,0.4417686
TEST_0603,0.5640153
TEST_0604,0.50804156
TEST_0605,0.48756278
TEST_0606,0.42451403
TEST_0607,0.49125418
TEST_0608,0.20725805
TEST_0609,0.54690814
TEST_0610,0.47093365
TEST_0611,0.14092547
TEST_0612,0.33812633
TEST_0613,0.52130955
TEST_0614,0.44633615
TEST_0615,0.63892305
TEST_0616,0.4604342
TEST_0617,0.70144516
TEST_0618,0.6450522
TEST_0619,0.16131727
TEST_0620,0.23871964
TEST_0621,0.32122636
TEST_0622,0.3681543
TEST_0623,0.5500806
TEST_0624,0.56307644
TEST_0625,0.21794154
TEST_0626,0.29841426
TEST_0627,0.51725376
TEST_0628,0.32117656
TEST_0629,0.38538557
TEST_0630,0.48877236
TEST_0631,0.4235838
TEST_0632,0.6672925
TEST_0633,0.40943348
TEST_0634,0.40459594
TEST_0635,0.70319444
TEST_0636,0.32416296
TEST_0637,0.47851086
TEST_0638,0.6304775
TEST_0639,0.30812463
TEST_0640,0.37154967
TEST_0641,0.49262512
TEST_0642,0.30251995
TEST_0643,0.66903675
TEST_0644,0.5709042
TEST_0645,0.48198453
TEST_0646,0.3827411
TEST_0647,0.31980664
TEST_0648,0.47640902
TEST_0649,0.7318451
TEST_0650,0.4308887
TEST_0651,0.30941525
TEST_0652,0.514593
TEST_0653,0.3844226
TEST_0654,0.336713
TEST_0655,0.46147826
TEST_0656,0.44277287
TEST_0657,0.50892025
TEST_0658,0.1566666
TEST_0659,0.30940905
TEST_0660,0.49859372
TEST_0661,0.62287444
TEST_0662,0.4489185
TEST_0663,0.347409
TEST_0664,0.45500356
TEST_0665,0.40807495
TEST_0666,0.40426913
TEST_0667,0.18026529
TEST_0668,0.63923335
TEST_0669,0.3837884
TEST_0670,0.42969576
TEST_0671,0.2830193
TEST_0672,0.3668059
TEST_0673,0.461791
TEST_0674,0.4109786
TEST_0675,0.6365649
TEST_0676,0.38923275
TEST_0677,0.49451616
TEST_0678,0.6458273
TEST_0679,0.43099752
TEST_0680,0.53776604
TEST_0681,0.70666987
TEST_0682,0.57216537
TEST_0683,0.38711664
TEST_0684,0.39671448
TEST_0685,0.43794492
TEST_0686,0.50904536
TEST_0687,0.6779757
TEST_0688,0.29130262
TEST_0689,0.5062651
TEST_0690,0.41230613
TEST_0691,0.45468605
TEST_0692,0.305032
TEST_0693,0.47716913
TEST_0694,0.2699067
TEST_0695,0.5966876
TEST_0696,0.27301472
TEST_0697,0.586437
TEST_0698,0.28140494
TEST_0699,0.4868451
TEST_0700,0.48047075
TEST_0701,0.674169
TEST_0702,0.63308173
TEST_0703,0.35516712
TEST_0704,0.41350368
TEST_0705,0.69594765
TEST_0706,0.40381673
TEST_0707,0.5032349
TEST_0708,0.6268813
TEST_0709,0.3841602
TEST_0710,0.7165141
TEST_0711,0.3754782
TEST_0712,0.6840723
TEST_0713,0.2395666
TEST_0714,0.39674973
TEST_0715,0.65114886
TEST_0716,0.39950648
TEST_0717,0.5210403
TEST_0718,0.4722536
TEST_0719,0.49806285
TEST_0720,0.5290828
TEST_0721,0.36908352
TEST_0722,0.5154974
TEST_0723,0.5686193
TEST_0724,0.37436825
TEST_0725,0.9168258
TEST_0726,0.618868
TEST_0727,0.3918541
TEST_0728,0.6294311
TEST_0729,0.57641846
TEST_0730,0.6684242
TEST_0731,0.38840815
TEST_0732,0.27275342
TEST_0733,0.4994873
TEST_0734,0.47368032
TEST_0735,0.39775792
TEST_0736,0.46612963
TEST_0737,0.23617253
TEST_0738,0.16058493
TEST_0739,0.38210076
TEST_0740,0.6031236
TEST_0741,0.39508426
TEST_0742,0.49154902
TEST_0743,0.12939012
TEST_0744,0.37253463
TEST_0745,0.35800943
TEST_0746,0.48623618
TEST_0747,0.61447877
TEST_0748,0.70327216
TEST_0749,0.43073294
TEST_0750,0.6664568
TEST_0751,0.3156031
TEST_0752,0.71963143
TEST_0753,0.2395666
TEST_0754,0.44481337
TEST_0755,0.35335892
TEST_0756,0.724707
TEST_0757,0.62183005
TEST_0758,0.10297803
TEST_0759,0.20500056
TEST_0760,0.42715496
TEST_0761,0.46541366
TEST_0762,0.35534072
TEST_0763,0.6897973
TEST_0764,0.5656633
TEST_0765,0.32093307
TEST_0766,0.36650354
TEST_0767,0.37953454
TEST_0768,0.33336252
TEST_0769,0.55538726
TEST_0770,0.19165216
TEST_0771,0.61990434
TEST_0772,0.4420033
TEST_0773,0.3244736
TEST_0774,0.35532522
TEST_0775,0.41370392
TEST_0776,0.5347945
TEST_0777,0.21919732
TEST_0778,0.4012742
TEST_0779,0.4722536
TEST_0780,0.50119996
TEST_0781,0.64045495
TEST_0782,0.37969714
TEST_0783,0.4573014
TEST_0784,0.5408163
TEST_0785,0.15187752
TEST_0786,0.33184496
TEST_0787,0.69880944
TEST_0788,0.37262282
TEST_0789,0.37953022
TEST_0790,0.35776383
TEST_0791,0.43575975
TEST_0792,0.30251995
TEST_0793,0.7112039
TEST_0794,0.8643262
TEST_0795,0.42792946
TEST_0796,0.50561285
TEST_0797,0.4138544
TEST_0798,0.36640042
TEST_0799,0.31161144
TEST_0800,0.5660855
TEST_0801,-0.07148401
TEST_0802,0.30004475
TEST_0803,0.61130583
TEST_0804,0.3249256
TEST_0805,0.107063726
TEST_0806,0.49867755
TEST_0807,0.73712605
TEST_0808,0.6867581
TEST_0809,0.55648655
TEST_0810,0.9719686
TEST_0811,0.6709864
TEST_0812,0.5179288
TEST_0813,0.35360244
TEST_0814,0.707776
TEST_0815,0.50376266
TEST_0816,0.426006
TEST_0817,0.37117034
TEST_0818,0.7531803
TEST_0819,0.64388174
TEST_0820,0.50556576
TEST_0821,0.30344525
TEST_0822,0.2816993
TEST_0823,0.39557987
TEST_0824,0.7362379
TEST_0825,0.7846239
TEST_0826,0.5163972
TEST_0827,0.6070011
TEST_0828,0.6599617
TEST_0829,0.37458983
TEST_0830,0.3120305
TEST_0831,0.36148387
TEST_0832,0.17102997
TEST_0833,0.4808465
TEST_0834,0.5906886
TEST_0835,0.34398374
TEST_0836,0.5385379
TEST_0837,0.4122178
TEST_0838,0.45942163
TEST_0839,0.3123274
TEST_0840,0.59580314
TEST_0841,0.4311386
TEST_0842,0.40638313
TEST_0843,0.17048621
TEST_0844,0.557931
TEST_0845,0.42660308
TEST_0846,0.32887587
TEST_0847,0.54447573
TEST_0848,0.17147852
TEST_0849,0.41719407
TEST_0850,0.3168324
TEST_0851,0.67904997
TEST_0852,0.6684989
TEST_0853,0.45107153
TEST_0854,0.37424862
TEST_0855,0.67390347
TEST_0856,0.46147168
TEST_0857,0.4386267
TEST_0858,0.53699434
TEST_0859,0.49032772
TEST_0860,0.23604055
TEST_0861,0.68868935
TEST_0862,0.61289585
TEST_0863,0.24150044
TEST_0864,0.72450745
TEST_0865,0.82169217
TEST_0866,0.4295098
TEST_0867,0.38909873
TEST_0868,0.50092566
TEST_0869,-0.03501253
TEST_0870,0.3947388
TEST_0871,0.3334413
TEST_0872,0.41885543
TEST_0873,0.2278446
TEST_0874,0.4259992
TEST_0875,0.26106322
TEST_0876,0.32760012
TEST_0877,0.20963418
TEST_0878,0.42604476
TEST_0879,0.48462802
TEST_0880,0.234314
TEST_0881,0.7791544
TEST_0882,0.18901393
TEST_0883,0.30087808
TEST_0884,0.23888974
TEST_0885,0.33628276
TEST_0886,0.62052834
TEST_0887,0.53681755
TEST_0888,0.12204242
TEST_0889,0.27642077
TEST_0890,0.5577507
TEST_0891,0.33808452
TEST_0892,0.18985407
TEST_0893,0.5548658
TEST_0894,0.23580433
TEST_0895,0.17605746
TEST_0896,0.314094
TEST_0897,0.5501625
TEST_0898,0.20767403
TEST_0899,0.3774339
TEST_0900,0.3965409
TEST_0901,0.7568778
TEST_0902,0.27760184
TEST_0903,0.33290303
TEST_0904,0.4888054
TEST_0905,0.61036605
TEST_0906,0.5811507
TEST_0907,0.7717075
TEST_0908,0.40925372
TEST_0909,0.86304015
TEST_0910,0.37796083
TEST_0911,0.2333974
TEST_0912,0.6921579
TEST_0913,0.5185769
TEST_0914,0.15749982
TEST_0915,0.5494954
TEST_0916,0.6264587
TEST_0917,0.44146255
TEST_0918,0.32726407
TEST_0919,0.18830085
TEST_0920,0.59781647
TEST_0921,0.41328746
TEST_0922,0.46728346
TEST_0923,0.82176054
TEST_0924,0.587423
TEST_0925,0.7927616
TEST_0926,0.47260705
TEST_0927,0.7504043
TEST_0928,0.66122925
TEST_0929,0.2563633
TEST_0930,0.3416331
TEST_0931,0.2495868
TEST_0932,0.39216787
TEST_0933,0.57553923
TEST_0934,0.7948064
TEST_0935,0.44524187
TEST_0936,0.29932222
TEST_0937,0.45754707
TEST_0938,0.33627024
TEST_0939,0.44483083
TEST_0940,0.24138188
TEST_0941,0.31586558
TEST_0942,0.327512
TEST_0943,0.5855841
TEST_0944,0.62142974
TEST_0945,0.48276657
TEST_0946,0.7516072
TEST_0947,0.4180937
TEST_0948,0.3522136
TEST_0949,0.52815646
TEST_0950,0.37430847
TEST_0951,0.4564492
TEST_0952,0.37670687
TEST_0953,0.73403054
TEST_0954,0.37804422
TEST_0955,0.3818232
TEST_0956,0.30001566
TEST_0957,0.5070188
TEST_0958,0.6363017
TEST_0959,0.54525894
TEST_0960,0.45548362
TEST_0961,0.49237484
TEST_0962,0.23396102
TEST_0963,0.6033575
TEST_0964,0.55745316
TEST_0965,0.65492594
TEST_0966,0.45181042
TEST_0967,0.7647769
TEST_0968,0.6425692
TEST_0969,0.51666206
TEST_0970,0.3799497
TEST_0971,-0.0027589547
TEST_0972,0.64265424
TEST_0973,0.4656599
TEST_0974,0.7314968
TEST_0975,0.2620405
TEST_0976,0.570684
TEST_0977,0.47830746
TEST_0978,0.41087046
TEST_0979,0.5074956
TEST_0980,0.40992713
TEST_0981,0.28067246
TEST_0982,0.33346432
TEST_0983,0.36940104
TEST_0984,0.31506073
TEST_0985,0.6961755
TEST_0986,0.3980057
TEST_0987,0.22488363
TEST_0988,0.3855485
TEST_0989,0.08599999
TEST_0990,0.46126172
TEST_0991,0.3911484
TEST_0992,0.69266653
TEST_0993,0.45865834
TEST_0994,0.43835622
TEST_0995,0.42544696
TEST_0996,0.15657252
TEST_0997,0.44254118
TEST_0998,0.6331689
TEST_0999,0.6408376
TEST_1000,0.39749056
TEST_1001,0.5108925
TEST_1002,0.28224516
TEST_1003,0.4504455
TEST_1004,0.3995441
TEST_1005,0.64447814
TEST_1006,0.3986532
TEST_1007,0.36850005
TEST_1008,0.60118365
TEST_1009,0.23130421
TEST_1010,0.29433283
TEST_1011,0.32407343
TEST_1012,0.23092988
TEST_1013,0.3726466
TEST_1014,0.65525967
TEST_1015,0.49478254
TEST_1016,0.55175686
TEST_1017,0.41582045
TEST_1018,0.55188096
TEST_1019,0.50651854
TEST_1020,0.5255603
TEST_1021,0.42567733
TEST_1022,0.41405854
TEST_1023,0.58384675
TEST_1024,0.35736758
TEST_1025,0.5871835
TEST_1026,0.60690653
TEST_1027,0.61799204
TEST_1028,0.5872762
TEST_1029,0.58723754
TEST_1030,0.61690366
TEST_1031,0.60563827
TEST_1032,0.84400684
TEST_1033,0.6441765
TEST_1034,0.61902463
TEST_1035,0.52162665
TEST_1036,0.33018902
TEST_1037,0.4205023
TEST_1038,0.32117656
TEST_1039,0.5271394
TEST_1040,0.4705767
TEST_1041,0.4048406
TEST_1042,0.32739946
TEST_1043,0.37731212
TEST_1044,0.34077212
TEST_1045,0.60484356
TEST_1046,0.1806373
TEST_1047,0.3466893
TEST_1048,0.6535521
TEST_1049,0.36499575
TEST_1050,0.5259581
TEST_1051,0.19888857
TEST_1052,0.5851437
TEST_1053,0.7898103
TEST_1054,0.30098477
TEST_1055,0.63693434
TEST_1056,0.2818217
TEST_1057,0.4173496
TEST_1058,0.64909136
TEST_1059,0.29203755
TEST_1060,0.3657867
TEST_1061,0.643026
TEST_1062,0.3435345
TEST_1063,0.41926566
TEST_1064,0.52632225
TEST_1065,0.5274841
TEST_1066,0.43485373
TEST_1067,0.4143507
TEST_1068,0.34398374
TEST_1069,0.19695781
TEST_1070,0.7254549
TEST_1071,0.3460406
TEST_1072,0.43958357
TEST_1073,0.8404113
TEST_1074,0.49505347
TEST_1075,0.69086695
TEST_1076,0.4750815
TEST_1077,0.41754556
