,predicted_rating,actual_rating,user_id,item_id,review
11,4.5635667,5.0,388,215,"평양냉면의 최고봉이라고 할 수있는 우래옥에 다녀왔다~~~ 기대를 많이 하고 갔지만 기대 보다 더 만족스러운 맛을 보여준다!!! 육수는 어떻게 만든건지는 모르겠으나, 고기맛이 제대로 살아있고, 간이 세지 않는데도 전혀 심심하지 않고 깊은 맛을 냈다!!! 같이 제공되는 겉저리도 평냉이랑 너무도 잘 어울렸다~~~ 굳이 찾아와야 먹을 수 있는 곳이지만 평양 냉면이 생각나면 제일먼저 떠오르는 곳일 거 같다~~~        ...더보기
"
12,4.8013687,5.0,5021,215,"너무 맛있습니다.
처음에 평양냉면 먹을때는 이게 무슨 맛인가 싶었는데, 이젠 평양냉면집을 찾아갈 정도로 빠져 있어요. 
이미 유명한 우래옥을 방문했는데 이곳의 평양냉면은 또 다른 맛이었습니다. 
김치가 들어가 있어서 밋밋하고 심심한 맛보다는 김치의 상큼함이 느껴져서 물리지 않고 먹을 수 있습니다. 고기도 들어있고, 양도 많아서 한그릇 다 먹으니 배불렀어요.
반찬으로 김치가 나왔는데, 난생처음 먹어본 김치 맛이었습니다. 이북식 김치였을까요..?
재방문의사 너무 있고, 직원분들 서비스가 너무 좋아서 기분 좋았습니다. 
다만 아쉬운 점은 냉면과 함께 먹을 사이드가 없었다는 거에요. 만두라도 있었으면 좋겠습니다.        ...더보기
"
13,4.427594,5.0,3176,215,"우래옥 평양냉면은 진짜 육향이 진합니다. 그리고 냉면에 배, 백김치와 고기도 많이 들어있어요. 고기는 같은 부위가 아닌 서로다른 부위가 4-5조각 들어있네오. 깔끔하고 진한 우래옥 강추!!        ...더보기
"
14,4.151785,5.0,1202,215,"티안내는 자태로 
품위를 갖춘, 내재된 격이 다른 맛.
평가 상단 음식점 키워드중 '숨은 맛집' 외에 '자타공인 맛집'이 필요하다!이런 오래된 집의 전통적인 맛스러움은 
세련된 요즘의 트렌디한 식당들보다 더 
내게 온전히 깊숙한 미각적 만족감을 준다. 
은은한 맛의 조용한 전달력이 경외스럽다.        ...더보기
"
15,4.0003657,5.0,473,215,"연륜이란 이런 것인가워낙 유명한 곳이라 따로 설명할 것이 있나 싶네요. 69년 개업한 국내에서 가장 오래된 식당입니다. 개인적으로 접근성이 좋은 우래옥 대치점만 다녔었는데 을지로 본점은 처음 방문하여 보았습니다. 분점이나 본점이나 비슷할 것이라고 생각이라고 생각한 제가 부끄러울 정도로 맛이 달랐습니다.양도 1.3배는 더 주는 것 같은데 이게 종로와 강남의 차이인가요. 강남점은 가끔 기름이 떠서 지저분하게 나오는 것이 싫었는데 깔끔하게 나오는 국물, 제 기준 풀바디 육향, 고풍 스러운 분위기, 무엇하나 흠잡을 것이 없어서 전 대식가는 아니지만 무엇하나 남기지 않고 즐겁게 식사하였습니다.        ...더보기
"
16,4.144834,5.0,1701,215,"냉면이 14000원이라는 가격만큼 맛의 퀄리티가 다르다.우선 냉면의 육수가 일품이다.
어떻게 이런 깊은 맛이 날까 의아할 정도인만큼 일품이다. 또 냉면의 면발도 최고고 양도 푸짐하다. 냉면을 좋아하면 여기는 꼭 한번 들러보는 것을 추천한다.        ...더보기
"
17,4.3164616,4.0,694,215,"여름에 우래옥 안먹고 지나가면 섭섭하죠 가격은 비싸지만 생각나는맛        ...더보기
"
18,4.4937572,4.0,511,215,"평양냉면으로 가장 유명한 집인 우래옥에 갔음. 국물 맛은 짭짤하면서 고소한 견과류 같은 맛이 남(마카다미아랑 제일 비슷한 것 같음). 고명으론 배와 김치 고기 몇 점 정도가 있음. 면은 찰기가 있으나 이빨로 끊으면 잘 끊어지는 면이었음. 가격이 비싸긴 하지만 양이 많은 편이라 성인 남성이 먹어도 든든한 정도의 양을 줌. 매장 인테리어도 고급스러우면서 오래된 느낌도 있어서 마음에 들었음. 2층에서 식사 시 선불이고 계산하는 곳이 따로 있음. 자리에서 주문하니 직원분이 카드 받아가서 계산해주고 다시 돌려줌. 직원들도 친절한 것 같음.        ...더보기
"
19,4.1403646,5.0,1485,215,"가장 호불호가 적은 평양냉면집. 20대부터 나이를 가늠할 수 없는 연세의 어르신들까지 다양한 세대를 아우르는 맛. 오늘보니 1940년대부터 장사를 시작하신 듯.개인적으로 닝닝한 냉면 맛을 좋아하지 않는데, 우래옥의 육수는 (msg가 들어있다 할지라도)특유의 깊은 맛이 향긋하기까지 하다. 차가운 육수에 들어간 고기는 또 어떻게 이렇게 부드러우면서도 만족스러운 식감을 줄 수 있을까 싶다.
몇년이 지나도 변하지 않고 일하고 계신 직원분들도 우래옥이라는 공간의 경험과 함께 추억이 된다.한 분야에서 이렇게 오래, 안정적으로 많은 사람들에게 사랑받을 수 있다는 것 자체로 존경스럽다.        ...더보기
"
20,4.3615465,5.0,2578,215,"예전에 찍었던 사진을 다 찾을 수가 없어서
몇컷 못 올리게 되어 아쉽지만우래옥이야
워낙 인지도가 있는 집이라사진은 인터넷에서 찾아보기 어렵지 않다

한참전에 우래옥도 갔었는데..우래옥은 그냥
냉면 넘버원..
믿고 먹는 냉면 이라고 할까....평냉육수가 뚝딱 만들어져 나오는게
아니어서
가격에 공감 못하는 바는 아니지만
 또 올린다는 소식에
헉~~~~~~!!!!!우래옥 냉면은 진리다        ...더보기
"
21,3.0879765,4.0,2948,215,"평양냉면 맛집 우래옥입니다. 진한 고기국물과 담백한 고기편육, 시원한 배, 김치 고명과 함께 먹으면 아주 든든합니다. 평양냉면 치고 맛이 진한편이니 처음 평양냉면을 접하는 사람들도 좋아할 맛입니다.        ...더보기
"
22,4.19627,5.0,3580,215,"우래옥을 들어섰을 때의 첫 인상은...
 “냉면집이라기보단 한정식집같네...”였고
잠시 뒤에 오후 두시에도 웨이팅이 있는
것을 확인한 후 심정은
“이게 뭐라고 오후 두시에 기다려서 쳐먹어야되는가...” 였습니다.
그 후 인고의 기다림을 통해 착석 후 메뉴판을 확인한 후 심정은
“이 가격이면 한솥 치킨마요가 몇개지...” 라며 잘하지도 못하는 산수를 하고 기다린 시간이 아까워 울며 겨자먹는 심정으로 물냉면과 비빔냉면을 시켰습니다.
냉면은 시간이 시간인지라 꽤 일찍 나왔고 받자마자 국물을 들이켰는데 아까 한솥이니 치킨마요니 했던 제 생각이 형편없어질만한 국물이었습니다...
그렇게 잠시나마 가성비를 따졌던 저를 탓하며 면을 입안에 우겨넣던 도중... 옆자리에 한 외국인 남성이 눈에 들어왔습니다.
갈색 수염이 멋나게 자라있던 그는 한국인도 호불호가 갈리는 평양냉면을 서투른 젓가락질로 허겁지겁 먹고 있었습니다. 
비록 젓가락질은 서툴렀지만 그가 김치를 그릇째 들고 우적우적 씹어먹는 모습을 보고 있자니 갑자기 머릿속에서 애국가와 강남스타일이 재생되고 맞춰 김연아가 트리플 악셀을 하고 박지성이 드리블하는 장면이 스쳐지나가더군요. 
우리 민족의 음식인 평양냉면을 보며 가성비를 따졌던 저를 돌아보게 되었습니다.
제 무뎌졌던 애국심을 되살려준 우래옥.
정말 감사드립니다.        ...더보기
"
23,3.92524,4.0,4822,215,"우리나라 최초 평양냉면집입니다. 국물이 매우 진했어요. 평양냉면 같지 않다는 생각이 들었지만 맛은 있었습니다. 비싼데 그만큼 고명도 많고 사리도 많이 들어있습니다. 그리고 요즘 냉면집 대부분 철제그릇을 쓰는데 자기그릇을 써서 좋았습니다        ...더보기
"
24,4.249464,5.0,1005,215,"전통의 명가!! 말해서 무엇하랴!! 사실 이
베이스의 육수를 좋아하지는 않지만 가끔 먹으면 너무 좋다. (난 필동이나 구 을지 쪽을 더 선호) 특히 겉절이..        ...더보기
"
25,4.434819,4.0,5180,215,"우래옥 강남점이 폐업했는줄 모르고 갔다가 헛탕치고 을지로 본점으로 고고!!40분 차타고 한시간 웨이팅해서 겨우 입장할수 있었다.맛은 한시간 웨이팅의 짜증을 한순간 날려버리는 맛이었다.육향이 진하고 간도 짜지도 싱겁지도  아니하며 정말 고급지고
단아한 맛이다.면도 쫄깃탱글하여 국물과의 조화로움이 탄성을 자아내기  충분한 맛이다.돌아오는 길에도  머리속에 그맛이
 계속 맴도는 진정 평양육수집의 최고봉 아닐까 싶다.        ...더보기
"
26,3.2346995,3.0,297,215,"평양냉면 맛집으로 소문난 을지로 우래옥본점!
다른곳보다 평양냉면의 특유의 고소하고 심심한 느낌이 덜해서 호불호없이 평양냉면 첫입문으로 먹기 좋다고해서 방문하게됐는데요.
양은 굉장히 많았고, 평양냉면 특유의 심심한느낌이 뭔지 확실히 알겠더라구요!
동치미의 그 감미된 느낌이 아닌 고기에서 느껴지는 고소하고 가공되지않은 슴슴한느낌!
생각보다 호불호없이 맛있게먹었어요🙉🙉
올 여름 평양냉면으로 추천👍        ...더보기
"
27,4.358849,3.5,3107,215," ...더보기
"
28,3.071284,4.0,325,215,"젊은 사람보다는 중장년층이 좋아할 밍밍한 맛이다.
물냉보다 비빔냉면이 훨씬 맛있었다. 냉면에 고기가 맛있어요        ...더보기
"
29,4.292599,5.0,3533,215,"우래옥 왜 아직도 안가세요? 우래옥 가세요 진짜 .. 여름에 김치말이국수 시켜서 국물 안에 꼬들꼬들 밥 떠먹으면 끝장나요.        ...더보기
"
30,4.1172543,5.0,1220,215,"역시 인기가 많아 대기를 해야했지만 주변에 카페가 있어 대기할만 했어요 우래옥 평냉은 더 고소한 것 같아요        ...더보기
"
31,4.182575,4.0,2723,215,"평양냉면 도전하기에 좋은 우레옥
밥이 들어있는 김치말이 국수가 이색적이다        ...더보기
"
32,4.306166,4.0,4532,215,"일요일 점심 대기를 1시간정도하고 입장할수 있었다 다른 평양냉면집들에 비해 육수의 육향이 강했고 면의 식감, 향도 좋았다        ...더보기
"
33,4.2299156,4.0,3569,215,"냉면으로 유명한 맛집. 개인적으로 평양냉면은 선호하는 음식이 아니지만 우래옥의 냉면은 육수가 고기맛이 진해서 먹어 본 평양냉면 중에 제일 먹기 좋았다.        ...더보기
"
34,4.368228,5.0,1296,215,"평양냉면 중 가장 호불호 없는 맛집. 언제가도 기복없이 동일한 맛. 문화유산으로 지정해야함.. 갈비탕은 화목금에만 판매하는데 이마저도 오픈 15내로 품절되니 빨리 가야함.        ...더보기
"
35,2.5450559,3.0,1108,215,"오래되고 유명한 평양냉면 가게, 처음먹는 평양냉면으로 의미를 둔다. 고기육수맛에 동치미 맛이나는 맛이다        ...더보기
"
36,4.134493,4.0,977,215,"한동안 웨이팅이 없는 듯 하다가 날씨가 풀리니 또 길어진 듯 합니다. 평양냉면의 진수를 맛 볼 수있습니다        ...더보기
"
37,4.571765,5.0,2021,215,"최고의 평양냉면! 단연 추천합니다. 다이닝코드 점수 100점 받을만 합니다.        ...더보기
"
38,3.9734976,3.0,1259,215,"여름에는 꼭 한 번씩 찾게되는 평양냉면집. 비교적 호불호가 갈리지 않는 입문용 평양냉면이지 않을까 생각하고 제 입맛에도 잘 맞아요. 가격이 비싸고 늘 사람이 많지만 공간이 그만큼 넓어서 회전이 빨라요. 나도 우래옥에서 갈비를 먹어보고 싶다..        ...더보기
"
39,4.491415,3.0,3264,215,"평양냉면으로 유명한 곳이라 방문하였는데 깔끔하고 슴슴한 것이 좋았으나 명성에 비해서는 아쉬웠습니다        ...더보기
"
40,4.4354744,5.0,3874,215,"역시 우래옥. 맛은 기가 막혀요. 단연 최고입니다. 밀도 있고 단백한 육향과 시원한 육수, 면의 식감도 단연최고. 하지만 가격이 비쌈        ...더보기
"
41,2.8846445,3.0,1769,215,"웨이팅이 길어도 너무 길다…. 맛은 평양냉면 맛을 잘 몰라서 삼삼하니 괜춘한듯        ...더보기
"
42,4.5087123,5.0,521,215," ...더보기
"
43,4.505061,5.0,943,215,"맛있어요        ...더보기
"
44,3.3386617,3.0,3915,215,"면이 조금 떡져있어서 먹기 힘들었어요. 김치가 너무 맛있어요.        ...더보기
"
45,3.4128146,5.0,1700,215," ...더보기
"
46,3.4603546,5.0,333,215," ...더보기
"
47,4.4495187,5.0,4782,272,"평양냉면의 매력을 처음 알았어요. 삼삼하지만 심심하지 않고 너무 깔끔해요. 녹두전도 두툼하고 바삭하니 맛있구요. 비빔냉면+수육반접시 조합도 궁금해서 먹어봤는데 개인적으로 평양냉면+녹두전이 최고네요. 곰탕도 먹어보러 가야겠어요.        ...더보기
"
48,4.538687,5.0,4861,272,"명불허전의 평냉집. 
맛이면 맛, 가격이면 가격 
뭐 하나 빠지는게 없는 곳입니다. 
다만 성수기엔 웨이팅이 좀 심하니 감안하고 오셔야 됩니다.        ...더보기
"
49,5.0,5.0,319,272,"개업 1개월 신생업장 한번 가보고 별 다섯개 염도가 좀 높은것 제외 하고는 모두 만점 호텔 주방경력 10년 조리장 자격증 보유 깨끗한 육수 메밀80의 매밀향 은근히 오르는 면발 제주 돼지 수육은 냄새 잡고 삶긴 정도가 아주 양호 친절은 덤        ...더보기
"
50,4.7114944,5.0,3638,272,"안쪽으로 숨겨진 좌석들이 더 있어서 밖에서 보는 것보다 매장이 넓었다. 깔끔하고 텁텁하지 않은 맛이었다.        ...더보기
"
51,5.0,5.0,3379,272,"평양냉면을 처음 먹어보았는데 너무 맛있어서 또 오고 싶다는 생각을 했습니다~평양냉면에 빠지면 계속 생각난다고 하던데 정말 그런 것 같아요~        ...더보기
"
52,4.757184,5.0,839,223,""" 50년 전통의 평양냉면 노포 을밀대 ""
서울 ""3대 평양냉면 맛집""아라 불리는 을밀대는 항상 웨이팅이 길어 큰마음 먹고 가야 하는 을밀대. 차량 방문 시에는 을밀대 뒤쪽에 한진빌딩 주차장을 이용하면 편리하고 을밀대에서 주차 도장을 찍어주니 엄청 저렴하게 이용할 수 있어요! 전형적인 평양냉면의 맛이지만 평양냉면을 처음 접해보거나 드신지 얼마 안 되신 분들이 드시면 너무 좋을 것 같아요. 면발은 쫄깃해서 다른 평양냉면 식당과는 다른 식감입니다. 그래서 입문자들이 좋아할 것 같아요! 을밀대는 명성에 맞게 정말 맛있게 먹었습니다. 특히 기대를 하지 않았던 녹두전이 최고였어요! 기다리기 힘드니 꼭 예약을 하고 방문하시는 걸 추천드려요!        ...더보기
"
53,4.556271,5.0,2173,223,"대흥역의 유명한 냉면집 을밀대를 드디어 가봤다
5시쯤 맞춰서 갔는데 주말이라그런지 대기줄이ㅠ그래도 턴오버가 빨라서 오래 기다리진 않았다
본관건물 들어가고팠는데 옆집 건물로 안내해줬다ㅠ냉면들 시키고 주위를 둘러보다
녹두전도 맛있어 보여 막걸리와 추가 주문ㅋ가격대는 비싼편이지만
맛있고 배부르게 먹을수 있었다면이 잘 끊어지고 물냉은 육수가 심심한듯 하면서도 맛있었다. 회냉면도 비빔소스와 면의 조화가 좋았다녹두전 안에 고기도 들어있어서
막걸리와 맛있게 먹었다
크기는 좀 작은편ㅋㅋ        ...더보기
"
54,4.5486646,5.0,2988,223,"네임드는 네임드다. 평양냉면은 너무 맛있고 수육도 준수하다. 면수가 아니고 육수를 주는 게 조금 아쉬운데 그래도 이만하면 충분히 올 가치는 있다. 평양냉면에 소주한잔 하면 개꿀 .        ...더보기
"
55,4.2532573,4.0,2757,223,"주차 지원 가능하니 주차장 위치 확인하고 가세요. 여름이 아니여서 웨이팅 10분정도만 했습니다. 평양냉면 물냉면이 진리이고 회냉면은 회가 굉장히 꼬들하니 취향 탈 수 있습니다. 녹두전은 맛있는데 비쌉니다.        ...더보기
"
56,4.7140775,4.0,1702,223,"토요일 오픈런하고 3-40분 기다렸습니다 초보자용 평냉 같고 조미된맛 ㅎ 하지만 맛있었습드        ...더보기
"
57,4.388515,5.0,1440,223,"직접 제면하는 평양냉면집입니다. 면과 육수가 참 잘 어울립니다! 가격이 많이 비싸 아쉽깅 합니다        ...더보기
"
58,4.298931,4.0,1027,223,"여름에 생각나면 가는 을밀대입니다.
평냉 1번은 개인적으로는 우래옥이지만 우래옥 다음으로는 을밀대와 진미평냉이 아닐까 생각합니다. ㅎㅎㅎㅎㅎ        ...더보기
"
59,4.462178,4.0,289,223,"처음 가본 을밀대 본점! 워낙 많은 평양냉면집을 다니면서 점점 더 평양냉면이 좋아지고 각자 유명 매장들만의 특색이 있음을 느낍니다. 이곳 또한 맛있고 이 집만의 특색이 있는 평양냉면 입니다. 면의 메밀향이 강하고 육수는 우래옥같은 육향 진한느낌보단 조금 더 깔끔한 느낌의 육수로 면과 매우 잘 어울립니다. 
평양냉면 맛집들의 평양냉면은 모두 특성이 있고 맛이 다르지만 모두 맛있어서 이제는 점점 사이드 메뉴에 중심을 두게 되는데, 을밀대의 30000원짜리 수육 소자는.. 돈이 너무 아까울정도로 최악의 맛이었습니다. 고기가 너무 질기고 냉면이랑도 어울리지가 않아요 절대 먹지마시길.. 
이곳에선 평양냉면만 드세요!        ...더보기
"
60,4.2669477,5.0,4820,223,"예전부터 다니던 맛집이라 끊을 수가 없어요. 쫄깃한 면발에 슴슴한 육수~ 하지만 13000원이란 가격은 조금은 부담스럽습니다.        ...더보기
"
61,4.0431185,4.0,90,223,"마포 대흥역 인근 염리동에 위치한 평양냉면 성지 중의 한 곳...개인적으로 평양냉면 중에서 우래옥 본점, 의정부 평양면옥 다음 세번째 순위에 해당하는 곳이다.이곳은 평냉 매니아들 사이에 냉육수가 슬러쉬 상태라는 이유로 정통성에 있어 호불호가 갈리는 곳...  하지만 살얼음 육수가 평냉 기준의 정통성에 있어 크게 문제되는 요소인지는 잘 이해가 안간다. 원래 냉면은 겨울에 먹던 음식 아니었던가?...우래옥, 봉피양, 의정부 계열, 장충동 계열, 오류동 계열, 대구, 부산 등 여러 지역의 유명 평냉을 나름 많이 맛보았는데... 
진정 모든 곳들은 정통성에 있어서 자유로운지 묻고 싶다.과연 평양냉면이 옛날부터 소고기 가득 넣고 끓여 진한 육향의 육수를 내었는지...
현재의 유명 평냉집들은 조금이나마 MSG에 대해선 자유로운지...
또한 지금까지 시대에 따라 변해 온 것은 없는지...솔직히 모두 우리의 입맛을 살려 본연의 맛과는 다르게 조금씩이나마 변해온건 사실 아닐까 싶다.대부분의 남한의 유명 평양냉면은 북경, 상해, 동남아 등의 북한 음식점에서 먹었던 평양냉면과는 모든 면에 있어 전혀 다르다.물론 북쪽도 변해왔겠지만...그렇다보니 이곳에서는 거냉 요청을 하면 육수에 살얼음을 제한 냉면의 선택도 가능하다.점점 세상이 바뀌어 가고 있는데 시대에 맞춰 가는 것도 당연하지 않나 생각하기에 본인은 항상 원래대로 주문을 한다.이곳에 대한 맛을 평하자면...온육수는 육향이 진한 육수가 아닌 옅은 사골국물 맛의 느낌으로 식전에 부담을 주지 않는 맛의 느낌이다.
냉육수는 약간 진한 육향에 미미하게 파향이 약간 느껴지며 염도는 조금 강한 편이 아닌가 생각된다.
면발은 메밀면인가 하는 의구심이 들 정도로 쫄깃한 식감이지만 나름 메밀 향 충분히 느낄 수 있는 맛이라 생각된다.50여년의 오래된 역사를 자랑하며 성수기에는 하루 1000그릇을 넘게 파는 이곳...단지 가격을 좀 낮추고 고객을 섬기며 착한 곳으로 이어져 갔으면 좋겠다.        ...더보기
"
62,4.5235314,5.0,4395,223,"유명한만큼 맛도 좋습니다
평양냉면 먹을줄 모르는 사람이 먹기에도 간이 간간해서 매력있어요        ...더보기
"
63,3.575551,4.0,2325,223,"비빔냉면이 아주 맛있다고 하기에는 조금 부족하고 맛없다고 할수는 없을 정도입니다. 가격은 좀 비싼감이 드네요. 가격이 좀더 저렴했으면 좋겠습니다.        ...더보기
"
64,3.1087983,3.0,513,223,"의젓하게 이어온 거의 모든 면에서의 정통 서울 시장식 평양냉면 식당.  식사 시간이면 항상 길게 줄을 지어 기다려야만 하는 곳. 주위 외국인 친구들에게 편하게 식사 대접을 할 수 있는 70년대 감성의 대흥역 가까운 마포 터주대감 냉면식당.
 묘하게 거칠지만 힙한 느낌이 있어 셀카 남기기에 좋은 곳.

 모든 음식이 직선적이다. 면도 그렇고 편육 고기도 심지어는 육수 마져도 직선적이다. "" 다 이렇게들 준비해 만들어 먹지 뭐 그리 대단한 거 있다고....."" 음식에 대한 구체적인 더 이상의 설명은 생략하는 주방의 모습이 보인다. 
  팬 위에서 그냥 만들어졌을 것 같은 녹두전도 그렇고 비빔냉면의 원초적 비빔양념까지도 '어때? 난 이래.' 라고 쏟아 붓는듯 할 정도로 직선적이다.  대초원의 먼지를 한껏 뒤집어쓰며 달려가고 싶은 기마민족의 DNA를 가진 이들은 모두들 기운 넘친 직선적 찬사를 퍼부을 식당이다. 
 반면, 상큼한 초여름 이슬비 내리는 아침을 맞으며 찻잔 속에 찻잎 하나 바로 선 것을 보고 살짝 미소를 지었던 이는 한번 더 미소를 띄우기 위해 다분히 정성을 들여야 할 것같다.        ...더보기
"
65,4.808139,5.0,2610,223,"2층에도 자리가 있고 옆집도 있지만 늘 줄이 길어요. 평양냉면은 함흥보다 삼삼한 맛인데 자꾸 생각나요. 그리고 여기 을밀대는 특히나 냉면위에 올라간 고기가 완전 맛있어요. 수육도 맛있고 녹두전도 먹을만 합니다. 다만 냉면에 비해선 퀄리티나 맛의 등급이 조금 못미친다는 정도. 여기서는 무조건 냉면입니다. 가장 맛있는건 한 겨울에 거냉으로 먹는 평양냉면이라는거!
처음 마시는 육수 맛이랑 면을 먹으면서 마시는 육수맛이 좀 달라요. 처음에 육향이 좀 더 강한편. 면은 메밀면 치고 툭툭 끊어지기 보다는 쫄깃한데 좋아요. 양많이 달라고 해도 가격은 똑같아서 좋아요.         ...더보기
"
66,3.488487,3.0,188,223,"면은 구수하니 좋은데 육수가 그저 그렇습니다. 저에게는 약간 고기 비린맛이 느껴졌어요. 그리고 녹두전은 맛없어요. 잡채에 들어가는 고기랑 똑같은 모양의 돼지고기가 허여멀건한 상태로 들어있는데 시각적으로도, 식감으로도 안좋았어요.        ...더보기
"
67,4.9607897,5.0,2234,223,"서울 삼대 평양냉면인 을밀대를 가봤다. 국물이 평냉치고는 좀 간이 있긴했지만 역시나 맛있었다        ...더보기
"
68,4.4469113,5.0,4196,223,"평양냉면 맛집이 많은데, 가장 내 입맛에 맞는 을밀대 본점, 을밀대 냉면은 자꾸 땡기는 맛이 있다. 의정부 평양면옥은 만두가 을밀대는 녹두전을 꼭 함께 하는것이 좋다.        ...더보기
"
69,4.516571,5.0,3005,223,"대기만 기다릴 수 있다면 서부권에선 제일 맛있어요. 돼지기름에 부친 고소한 녹두전도 맛있고 물냉면 육수는 다른 곳보다 간이 약간 더 센편인데 육향을 즐기기에 아주 좋습니다. 면의 질감도 적당히 쫄깃해서 밸런스가 좋아요.        ...더보기
"
70,4.7623663,5.0,3833,223,"줄 길어도 음식금방나오고 사람금방 빠져서 많이 안기다려도 됩니당. 유명한만큼 맛있음. 주문할때 양많이 달라고 하면 많이주십니다 ㅎㅎ        ...더보기
"
71,3.850777,4.0,1642,223,"가격은 서민적이지 않고, 전은 너무 작아요. 그래도 맛있어요.        ...더보기
"
72,3.7013273,3.0,2228,223,"평냉 매력을 알게 되고서 맛집이라는 을밀대를 가봄 그러나 아직 초보라 그런지 입에 안 맞음ㅜㅜ ... 
다음에 내공을 쌓고 다시 와봐야지        ...더보기
"
73,2.389545,1.0,4822,223,"여기 왜 유명한 건지 모르겠음. 냉면집의 수준은 보통 면에서 차이가 나는데 여긴 면뿐만 아니라 육수조차도 별로였음. 돈 아까웠음.        ...더보기
"
74,3.7448454,3.0,1155,223,"유명한 냉명집이라 가봤어요
냉면은 대체로 심심하고 녹두전이 맛있네요        ...더보기
"
